objectid,Parish,County,Major social category,Category sub group,Quantity_Period_A (To AD 260),Quantity_Period_B  (AD 260-296),Quantity_Period_C (AD 296-330),Quantity_Period_D (AD 330-364),Quantity_Period_E (AD 364-402),Total quantity (ABCDE),lat,long
2930,Lewes,East_Sussex,PAS Rural,,13,9,8,19,1,50,50.87350082,-0.00692
2931,Ashburnham,East_Sussex,PAS Rural,,61,3,0,5,0,69,50.90739822,0.39482
2932,Firle,East_Sussex,PAS Rural,,13,12,0,9,2,36,50.84669876,0.10079
2933,Ringmer,East_Sussex,PAS Rural,,36,4,1,1,0,42,50.90069962,0.06229
2934,St._Ann_(Without),East_Sussex,PAS Rural,,10,4,4,13,1,32,50.87250137,-0.03609
2935,Seaford,East_Sussex,PAS rural,,19,2,4,1,1,27,50.77930069,0.108848
2936,Beddingham,East_Sussex,PAS Rural,,26,23,4,6,4,63,50.84320068,0.059443
2937,Tarring_Neville,East_Sussex,PAS Rural,,13,8,2,6,4,33,50.81819916,0.048318
2994,Colchester,Essex,Urban,Large town,3808,3127,453,2898,988,11274,51.88816,0.88713095
2995,Woodham_Mortimer,Essex,Nucleated,Undefended,534,453,188,711,568,2454,51.71279907,0.63109398
2996,Wickford,Essex,Rural,,110,219,33,50,22,434,51.61139,0.5244419
2997,Chelmsford,Essex,Nucleated,Defended vici,55,61,30,76,84,306,51.737047,0.47360614
2998,Gestingthorpe,Essex,Rural,Villa,43,245,25,122,21,456,52.00780106,0.637793
2999,Little_Waltham,Essex,Nucleated,Undefended,14,65,17,42,37,175,51.78939819,0.49336201
3000,Steeple_Bumpstead,Essex,Nucleated,Undefended,26,530,17,33,30,636,52.03710175,0.46017599
3001,Braintree,Essex,Nucleated,Undefended,46,26,16,36,3,127,51.878166,0.55311028
3002,Pleshey,Essex,PAS Rural,,0,15,15,7,3,40,51.80490112,0.41254801
3003,Birdbrook,Essex,PAS Rural,,7,50,13,24,6,100,52.04130173,0.49511299
3004,Harlow,Essex,Nucleated,Undefended,66,47,13,56,16,198,51.782137,0.11226147
3005,Witham,Essex,Rural,Temple,16,273,12,61,43,405,51.80690002,0.62515599
3006,Mashbury,Essex,PAS Rural,,9,16,10,18,2,55,51.78509903,0.391756
3007,Great_Tey,Essex,PAS Rural,,7,6,8,22,7,50,51.8905983,0.73081601
3008,Heybridge,Essex,Nucleated,Undefended,17,2,8,9,2,38,51.73669815,0.70288199
3009,Kelvedon,Essex,Nucleated,Defended vici,51,61,8,29,8,157,51.83919907,0.67719603
3010,Fordham,Essex,PAS Rural,,7,8,7,50,8,80,51.92380142,0.80023497
3011,Great_Waltham,Essex,PAS rural,,5,6,6,8,1,26,51.80390167,0.442931
3012,Little_Horkesley,Essex,PAS rural,,9,9,6,8,2,34,51.94589996,0.84569597
3013,Boreham,Essex,Rural,Villa,8,19,4,14,1,46,51.76910019,0.54071599
3014,Castle,Essex,PAS rural,,28,6,0,4,1,39,51.890638,0.90306749
3015,Great_Totham,Essex,PAS Rural,,5,5,3,30,1,44,51.77080154,0.69961202
3016,Roxwell,Essex,PAS Rural,,10,10,3,0,3,26,51.75450134,0.37811401
3017,Chigwell,Essex,Nucleated,Undefended,11,30,3,12,24,80,51.62419891,0.08892
3018,Beaumont-cum-Moze,Essex,PAS Rural,,15,3,3,12,2,35,51.88430023,1.16831005
3019,Chignall,Essex,Rural,Villa,7,33,2,21,2,65,51.76819992,0.42367899
3020,Broomfield,Essex,PAS Rural,,26,37,2,7,18,90,51.76779938,0.474446
3021,Good_Easter,Essex,PAS Rural,,17,3,2,3,2,27,51.78699875,0.359988
3022,Coggeshall,Essex,PAS Rural,,6,4,1,10,13,34,51.88100052,0.67804903
3023,Halstead,Essex,PAS Rural,,35,3,1,12,3,54,51.94509888,0.64250797
3288,Castle,Glamorgan,Military,Wales,56,13,0,9,7,85,51.48279953,-3.18291998
3340,Lydney,Gloucestershire,Rural,Temple,211,1088,719,2629,1575,6222,51.72589874,-2.52766991
3341,Cirencester,Gloucestershire,Urban,Large town,1335,1907,666,3437,2808,10153,51.71659851,-1.99836004
3342,Coln_St._Aldwyns,Gloucestershire,Rural,,199,163,520,349,61,1292,51.76259995,-1.77820003
3343,Kingscote,Gloucestershire,Rural,Villa,93,549,212,1044,329,2227,51.65869904,-2.25458002
3344,Lower_Slaughter,Gloucestershire,Nucleated,Undefended,113,185,105,267,100,770,51.89849854,-1.76131999
3345,Lechlade,Gloucestershire,Rural,Villa,60,279,102,650,462,1553,51.70100021,-1.70396996
3346,Thornbury,Gloucestershire,PAS rural,,35,157,88,438,351,1069,51.61520004,-2.51497006
3347,Barnsley,Gloucestershire,Rural,Villa,6,89,80,515,215,905,51.75270081,-1.89230001
3348,Highnam,Gloucestershire,PAS Rural,,60,173,75,266,34,608,51.87739944,-2.30047011
3349,Alveston,Gloucestershire,PAS Rural,,17,73,67,180,83,420,51.58160019,-2.52143002
3350,Uley,Gloucestershire,Rural,Temple,46,363,61,1692,708,2870,51.68510056,-2.31639004
3351,Cowley,Gloucestershire,Nucleated,Undefended,22,93,44,40,8,207,51.82920074,-2.079
3352,Frocester,Gloucestershire,Rural,Villa,15,240,33,308,140,736,51.72510147,-2.31449008
3353,Gloucester,Gloucestershire,Urban,Large town,131,158,31,171,95,586,51.86455,-2.2469343
3354,Woolaston,Gloucestershire,PAS Rural,,11,25,21,47,10,114,51.69210052,-2.60022998
3355,Great_Witcombe,Gloucestershire,Rural,Villa,8,70,18,92,80,268,51.82970047,-2.12799001
3356,Northleach_with_Eastington,Gloucestershire,PAS rural,,22,55,17,80,24,198,51.81869888,-1.82789004
3357,Dymock,Gloucestershire,Nucleated,Undefended,37,40,17,38,5,137,51.98830032,-2.41647005
3358,Winstone,Gloucestershire,PAS Rural,,1,19,15,41,9,85,51.78310013,-2.06007004
3359,Somerford_Keynes,Gloucestershire,Rural,,67,81,15,305,71,539,51.65750122,-1.96595001
3360,Buckland,Gloucestershire,PAS Rural,,3,12,13,71,25,124,52.02550125,-1.89954996
3361,Marshfield,Gloucestershire,Rural,Villa,3,35,12,86,57,193,51.45959854,-2.32764006
3362,Beverston,Gloucestershire,Rural,Farmstead,5,131,12,19,23,190,51.64350128,-2.20688009
3363,Coberley,Gloucestershire,PAS Rural,,9,18,11,37,18,93,51.84370041,-2.06223011
3364,Cromhall,Gloucestershire,PAS Rural,,10,19,11,18,5,63,51.6106987,-2.4400599
3365,Chedworth,Gloucestershire,Rural,Villa,13,90,10,131,125,369,51.80490112,-1.92182004
3366,Siddington,Gloucestershire,PAS Rural,,0,50,9,109,89,257,51.68799973,-1.95922005
3367,Leigh,Gloucestershire,PAS rural,,2,20,9,50,11,92,51.93519974,-2.18602991
3368,Boddington,Gloucestershire,PAS Rural,,3,12,9,21,3,48,51.91960144,-2.15864992
3369,Stoke_Orchard,Gloucestershire,PAS Rural,,7,11,9,32,5,64,51.95640182,-2.11497998
3370,Turkdean,Gloucestershire,Rural,Villa,0,3,8,18,21,50,51.85739899,-1.83364999
3371,Westbury-on-Severn,Gloucestershire,PAS Rural,,8,7,8,24,7,54,51.82889938,-2.40223002
3372,Cherington,Gloucestershire,PAS Rural,,4,23,7,24,11,69,51.68249893,-2.12319994
3373,North_Cerney,Gloucestershire,Rural,Villa,11,5,0,13,3,32,51.77429962,-1.95325994
3374,Minsterworth,Gloucestershire,PAS Rural,,3,10,6,8,4,31,51.8492012,-2.30425
3375,Dyrham_and_Hinton,Gloucestershire,PAS Rural,,4,39,6,25,6,80,51.48149872,-2.38745999
3376,Westerleigh,Gloucestershire,PAS Rural,,4,17,6,18,5,50,51.52170181,-2.46155
3377,Slimbridge,Gloucestershire,PAS Rural,,0,10,5,22,3,40,51.73180008,-2.39043999
3378,Miserden,Gloucestershire,PAS Rural,,4,45,5,32,18,104,51.7840004,-2.11310005
3379,Deerhurst,Gloucestershire,PAS Rural,,4,9,5,8,2,28,51.95289993,-2.18620992
3380,Tytherington,Gloucestershire,PAS Rural,,6,5,5,9,6,31,51.58940125,-2.47934008
3381,Hucclecote,Gloucestershire,Rural,Villa,9,14,4,22,13,62,51.86520004,-2.18121004
3382,Wotton-under-Edge,Gloucestershire,Rural,Villa,0,42,3,3,4,52,51.63949966,-2.33387995
3383,Guiting_Power,Gloucestershire,PAS Rural,,0,5,3,15,13,36,51.92079926,-1.86594999
3384,Quenington,Gloucestershire,Nucleated,Undefended,1,6,3,29,15,54,51.73389816,-1.80473006
3385,Brimpsfield,Gloucestershire,Nucleated,Undefended,2,18,3,24,1,48,51.81000137,-2.09910989
3386,Tewkesbury,Gloucestershire,Nucleated,Undefended,6,15,3,5,6,35,51.98929977,-2.1565299
3387,Whittington,Gloucestershire,Nucleated,Undefended,2,8,2,36,59,107,51.88809967,-1.98253
3388,Gretton,Gloucestershire,PAS Rural,,3,3,2,17,11,36,51.9742012,-1.98669004
3389,Wickwar,Gloucestershire,Nucleated,Undefended,6,3,2,18,10,39,51.58549881,-2.41261005
3390,Newent,Gloucestershire,PAS Rural,,19,4,2,12,0,37,51.9341011,-2.39495993
3391,Charlton_Kings,Gloucestershire,Rural,Farmstead,1,3,1,16,6,27,51.87889862,-2.03906012
3392,Winchcombe,Gloucestershire,PAS rural,,3,6,1,14,3,27,51.95759964,-1.96759999
3652,Tower,Greater London,Nucleated,Undefended,265,634,116,271,159,1445,51.50917,-0.0098083564
3653,City_of_London,Greater London,Urban,Large town,1435,288,91,248,93,2155,51.514298,-0.092182159
3654,Southwark,Greater London,Nucleated,Undefended,623,111,50,252,91,1127,51.473605,-0.074489953
3655,Bromley,Greater London,Rural,Farmstead,80,204,43,130,46,503,51.40256,0.017653703
3656,Greenwich,Greater London,Rural,Temple,12,54,41,115,53,275,51.47834,-0.013557854
3657,Hounslow,Greater London,Nucleated,Undefended,29,98,13,56,21,217,51.466658,-0.36622605
3658,Enfield,Greater London,Nucleated,Undefended,29,67,10,32,22,160,51.652085,-0.0810175
3659,Hillingdon,Greater London,Rural,Farmstead,5,12,5,43,12,77,51.551188,-0.45256934
3660,Hammersmith,Greater London,PAS Rural,,14,7,4,14,1,40,51.492641,-0.22492896
3661,Wandsworth,Greater London,PAS rural,,5,10,3,15,3,36,51.456671,-0.19349691
3662,Sutton,Greater London,Rural,Villa,15,52,3,16,11,97,51.357464,-0.17362689
3663,Croydon,Greater London,Nucleated,Undefended,3,5,2,15,15,40,51.371305,-0.101957
3664,Westminster,Greater London,PAS rural,,13,14,2,23,2,54,51.500444,-0.1265398
3678,Manchester,Greater Manchester,Nucleated,,333,72,97,113,32,647,53.47894,-2.245278
3724,Caernarfon,Gwynedd,Military,Wales,171,345,130,513,250,1409,53.14300156,-4.26119995
3788,Silchester,Hampshire,Urban,Civitas capital,1487,4363,755,4237,2461,13303,51.34960175,-1.08381999
3789,Rockbourne,Hampshire,Rural,Villa,47,313,198,632,27,1217,50.97280121,-1.84062004
3790,Fareham_East,Hampshire,Military,Saxon shore fort,4,112,142,220,97,575,50.837224,-1.1140904
3791,Winchester,Hampshire,Urban,Civitas capital,150,965,102,576,295,2088,51.061763,-1.3110037
3792,Shalfleet,Hampshire,PAS Rural,,93,73,86,202,62,516,50.6957016,-1.44483995
3793,Newport,Hampshire,PAS Rural,,77,57,73,251,125,583,50.69120026,-1.31660998
3794,Greywell,Hampshire,PAS Rural,,49,286,70,355,340,1100,51.25719833,-0.97622001
3795,Liss,Hampshire,Rural,Villa,2,11,0,24,12,49,51.04169846,-0.89924997
3796,Alton,Hampshire,Nucleated,Defended vici,60,624,47,422,195,1348,51.14960098,-0.96906
3797,Thruxton,Hampshire,PAS Rural,,14,117,46,99,78,354,51.20080185,-1.62511003
3798,Ropley,Hampshire,PAS Rural,,44,178,46,122,107,497,51.08620071,-1.07626998
3799,St._Mary_Bourne,Hampshire,PAS Rural,,21,103,38,72,36,270,51.25889969,-1.41067004
3800,West_Tytherley,Hampshire,PAS Rural,,36,118,37,144,126,461,51.06430054,-1.60774004
3801,Micheldever,Hampshire,PAS Rural,,36,64,37,82,58,277,51.1568985,-1.24258006
3802,Droxford,Hampshire,PAS Rural,,21,51,36,69,80,257,50.95859909,-1.15435004
3803,Hannington,Hampshire,PAS rural,,33,51,35,92,26,237,51.28979874,-1.22188997
3804,Nether_Wallop,Hampshire,PAS Rural,,34,131,33,140,308,646,51.125,-1.59113002
3805,Amport,Hampshire,PAS Rural,,10,45,29,40,64,188,51.19290161,-1.57904005
3806,Owslebury,Hampshire,PAS Rural,,63,118,28,84,64,357,51.01079941,-1.26101995
3807,Calbourne,Hampshire,PAS Rural,,86,26,28,68,40,248,50.68909836,-1.38862002
3808,Arreton,Hampshire,PAS rural,,53,19,27,76,22,197,50.67150116,-1.25174999
3809,Ringwood,Hampshire,PAS Rural,,18,51,21,39,55,184,50.8302002,-1.77227998
3810,Grateley,Hampshire,Rural,Villa,4,28,0,11,4,47,51.1731987,-1.61292005
3811,Cheriton,Hampshire,PAS Rural,,17,74,19,30,35,175,51.05080032,-1.17288005
3812,Headbourne_Worthy,Hampshire,PAS Rural,,38,42,18,46,35,179,51.09230042,-1.32677996
3813,Broughton,Hampshire,PAS Rural,,15,27,17,24,35,118,51.10039902,-1.57003999
3814,Bighton,Hampshire,PAS Rural,,23,53,16,9,14,115,51.10829926,-1.11891997
3815,Bramdean_and_Hinton_Ampner,Hampshire,Rural,Villa,5,17,0,4,0,26,51.04359818,-1.12170994
3816,Freshwater,Hampshire,PAS Rural,,21,6,15,23,16,81,50.67979813,-1.50600004
3817,Kings_Worthy,Hampshire,PAS rural,,3,41,14,10,14,82,51.10340118,-1.30110002
3818,Kings_Somborne,Hampshire,PAS Rural,,15,35,14,35,60,159,51.05879974,-1.46791005
3819,Whitchurch,Hampshire,PAS rural,,20,54,14,47,20,155,51.24319839,-1.32792997
3820,Southampton,Hampshire,Military,Saxon shore fort,63,144,14,72,76,369,50.917276,-1.3867792
3821,Odiham,Hampshire,PAS Rural,,9,15,13,25,10,72,51.25130081,-0.92843002
3822,Shorwell,Hampshire,PAS Rural,,65,11,13,31,17,137,50.62879944,-1.34230006
3823,Bishops_Waltham,Hampshire,Rural,,77,104,13,122,155,471,50.96149826,-1.21060002
3824,Havant,Hampshire,Rural,Temple,121,42,13,79,38,293,50.81576,-0.96808267
3825,Soberton,Hampshire,PAS rural,,9,21,12,23,17,82,50.92760086,-1.13555002
3826,Damerham,Hampshire,PAS Rural,,15,19,12,22,10,78,50.94409943,-1.86808002
3827,Crondall,Hampshire,PAS Rural,,38,42,12,6,4,102,51.23099899,-0.8664
3828,Abbotts_Ann,Hampshire,Rural,Villa,2,28,11,31,0,72,51.18560028,-1.53334999
3829,Crawley,Hampshire,PAS Rural,,16,21,11,14,12,74,51.1072998,-1.39839005
3830,Breamore,Hampshire,PAS Rural,,17,20,11,20,7,75,50.96789932,-1.78386998
3831,Hurstbourne_Priors,Hampshire,PAS Rural,,10,19,10,4,9,52,51.22949982,-1.36651003
3832,Niton_and_Whitwell,Hampshire,PAS Rural,,34,8,10,15,4,71,50.59560013,-1.27631998
3833,Havenstreet_and_Ashey,Hampshire,PAS Rural,,58,6,10,9,16,99,50.70249939,-1.20263004
3834,Andover,Hampshire,Nucleated,Undefended,4,12,9,8,9,42,51.21269989,-1.47590005
3835,Chilcomb,Hampshire,PAS Rural,,6,29,9,26,11,81,51.05690002,-1.27128994
3836,Compton_and_Shawford,Hampshire,PAS Rural,,7,7,9,4,2,29,51.02740097,-1.34167004
3837,Hursley,Hampshire,PAS Rural,,11,13,9,39,7,79,51.03290176,-1.40321004
3838,Twyford,Hampshire,PAS Rural,,11,23,9,12,8,63,51.02370071,-1.30349004
3839,Brading,Hampshire,Rural,Villa,15,28,9,21,25,98,50.68759918,-1.14593005
3840,Wherwell,Hampshire,Rural,Villa,27,47,9,54,67,204,51.16889954,-1.44649005
3841,Kimpton,Hampshire,PAS Rural,,1,12,8,21,7,49,51.22949982,-1.60956001
3842,Quarley,Hampshire,PAS rural,,6,21,8,26,6,67,51.18069839,-1.62628996
3843,Upton_Grey,Hampshire,PAS rural,,16,29,8,25,26,104,51.2317009,-1.00073004
3844,Yarmouth,Hampshire,PAS Rural,,27,22,8,15,21,93,50.69150162,-1.48143005
3845,Wonston,Hampshire,PAS Rural,,4,13,7,6,2,32,51.15250015,-1.32735002
3846,Over_Wallop,Hampshire,Rural,Farmstead,5,8,7,23,14,57,51.15129852,-1.60982001
3847,Overton,Hampshire,PAS Rural,,7,23,7,26,22,85,51.23460007,-1.25610006
3848,Smannell,Hampshire,Nucleated,Undefended,9,24,7,20,3,63,51.23690033,-1.45409
3849,Tichborne,Hampshire,PAS Rural,,9,12,7,25,2,55,51.05609894,-1.19861996
3850,Chillerton_and_Gatcombe,Hampshire,PAS Rural,,10,3,7,11,2,33,50.65499878,-1.31130004
3851,Chale,Hampshire,PAS rural,,11,3,7,11,2,34,50.60580063,-1.31651998
3852,Corhampton_and_Meonstoke,Hampshire,PAS Rural,,23,32,7,12,13,87,50.97200012,-1.10530996
3853,Houghton,Hampshire,PAS Rural,,3,7,6,8,13,37,51.10189819,-1.51975
3854,Swanmore,Hampshire,PAS Rural,,15,3,0,1,10,29,50.94300079,-1.16884005
3855,Chilbolton,Hampshire,PAS Rural,,1,7,5,9,22,44,51.14160156,-1.41804004
3856,Beauworth,Hampshire,PAS Rural,,5,6,5,3,21,40,51.0223999,-1.19203997
3857,Buriton,Hampshire,PAS rural,,11,19,5,7,5,47,50.96730042,-0.94639999
3858,Godshill,Hampshire,PAS rural,,17,1,5,9,4,36,50.62670135,-1.26265001
3859,Bournemouth,Hampshire,Nucleated,Undefended,67,8,5,4,0,84,50.720972,-1.8766897
3860,Little_Somborne,Hampshire,PAS Rural,,3,16,4,17,21,61,51.10689926,-1.44449997
3861,Bembridge,Hampshire,PAS Rural,,22,10,0,5,14,51,50.68040085,-1.10230994
3862,Itchen_Valley,Hampshire,PAS Rural,,4,10,4,24,16,58,51.08990097,-1.25141001
3863,Longstock,Hampshire,Rural,Villa,9,25,4,18,5,61,51.1330986,-1.49458003
3864,Sparsholt,Hampshire,Rural,Villa,18,28,4,5,1,56,51.08229828,-1.38135004
3865,Brighstone,Hampshire,PAS Rural,,49,3,4,15,21,92,50.64300156,-1.40946996
3866,Newchurch,Hampshire,PAS Rural,,52,1,4,12,5,74,50.65810013,-1.19877994
3867,Bishopstoke,Hampshire,PAS Rural,,3,8,3,3,19,36,50.96829987,-1.32571006
3868,West_Meon,Hampshire,PAS Rural,,6,8,3,14,2,33,51.0182991,-1.08126998
3869,Penton_Grafton,Hampshire,PAS Rural,,6,9,3,4,5,27,51.22869873,-1.5438
3870,Exton,Hampshire,PAS rural,,12,15,3,9,4,43,50.99909973,-1.16749001
3871,Stratfield_Saye,Hampshire,PAS Rural,,13,7,3,3,7,33,51.34590149,-1.03164005
3872,Froxfield_and_Privett,Hampshire,PAS Rural,,14,5,3,5,3,30,51.03730011,-1.01007998
3873,South_Wonston,Hampshire,PAS Rural,,44,7,3,1,1,56,51.12099838,-1.32890999
3874,Preston_Candover,Hampshire,PAS Rural,,13,4,2,3,8,30,51.16830063,-1.12423003
3875,Upham,Hampshire,PAS Rural,,36,23,2,6,1,68,50.99530029,-1.22860003
3876,Ashley,Hampshire,PAS Rural,,1,7,1,14,12,35,51.07089996,-1.43940997
3877,Kempshott,Hampshire,PAS rural,,3,13,1,8,4,29,51.248484,-1.1389917
3878,Weston_Corbett,Hampshire,PAS Rural,,8,12,1,5,20,46,51.21969986,-1.02332997
3879,Otterbourne,Hampshire,Rural,Temple,9,0,1,2,14,26,51.00230026,-1.34414005
4101,Kenchester,Herefordshire,Nucleated,Defended vici,104,641,114,461,139,1459,52.07630157,-2.81889009
4102,Weston_under_Penyard,Herefordshire,Nucleated,Undefended,53,57,22,57,15,204,51.90750122,-2.53800988
4103,"Rodd,_Nash_and_Little_Brampton",Herefordshire,PAS rural,,33,0,0,0,1,34,52.24750137,-3.00532007
4104,Goodrich,Herefordshire,Rural,Villa,0,16,2,15,3,36,51.86500168,-2.6245501
4340,Clarence_Ward,Hertfordshire,Urban,Large town,1116,3827,354,3068,776,9141,51.755515,-0.34597235
4341,Ashwell,Hertfordshire,Rural,Temple,146,536,80,262,195,1219,52.04880142,-0.15547
4342,Aldenham,Hertfordshire,PAS Rural,,35,109,69,188,52,453,51.67459869,-0.3353
4343,Watton-at-Stone,Hertfordshire,PAS Rural,,35,220,57,344,105,761,51.85620117,-0.11917
4344,St_Michael,Hertfordshire,Rural,Villa,91,173,40,38,10,352,51.76240158,-0.38984001
4345,Gadebridge,Hertfordshire,Rural,Villa,22,70,38,141,22,293,51.765313,-0.48784831
4346,Offley,Hertfordshire,PAS Rural,,44,149,34,99,44,370,51.9355011,-0.34413001
